Open,High,Low,Close,Adj Close,Volume,Return,Z_Score,Anomaly,Close_Diff,Lag_1,Lag_2,Lag_3,Lag_7,MA_7,MA_30
89.285713,90.190002,88.64286,88.96714,76.88002,153584200,-0.005477550110977059,-0.39724295401539367,0,-0.49000599999999395,89.457146,89.777145,90.889999,88.375717,89.81530528571429,84.40357133333333
89.158569,89.242859,86.215714,86.461426,74.714745,214911200,-0.028164488596576165,-1.8042822102706122,0,-2.5057139999999976,88.96714,89.457146,89.777145,89.902855,89.32367257142857,84.69290470000001
87.151428,87.182854,82.60714,82.875717,71.616173,262696700,-0.04147177725243634,-2.6295975142725285,0,-3.5857090000000085,86.461426,88.96714,89.457146,89.187141,88.42204057142855,84.85933333333334
82.705711,87.14286,81.701431,87.099998,75.266533,256382000,0.05097127545816593,3.103701591486162,1,4.224281000000005,82.875717,86.461426,88.96714,90.525711,87.93265299999999,85.22380933333334
87.674286,88.60714,86.101425,86.905716,75.098648,238632800,-0.002230562622975052,-0.19586545818939852,0,-0.19428200000000118,87.099998,82.875717,86.461426,90.889999,87.3634697142857,85.59561896666666
85.745712,86.389999,83.502853,83.919998,72.518593,208679800,-0.034355829943337524,-2.188267926514301,0,-2.9857179999999914,86.905716,87.099998,82.875717,89.777145,86.52673442857143,85.86585693333333
84.482857,84.945717,81.488571,81.854286,70.733521,257746300,-0.024615253208180587,-1.5841593618601586,0,-2.065712000000005,83.919998,86.905716,87.099998,89.457146,85.44061157142858,86.0134285
81.515717,82.381432,79.517143,81.671425,70.575485,241632300,-0.002233981981102362,-0.1960775260768032,0,-0.1828610000000026,81.854286,83.919998,86.905716,88.96714,84.39836657142858,86.1397616
80.372856,81.098572,79.285713,80.040001,69.165718,269037300,-0.019975456532073443,-1.2964001268065077,0,-1.6314239999999955,81.671425,81.854286,83.919998,86.461426,83.48102014285715,86.1791903
87.94857,88.285713,86.571426,87.14286,75.303566,226444400,0.08874136570787883,5.446194816271978,1,7.102858999999995,80.040001,81.671425,81.854286,82.875717,84.090612,86.3787142
